(slices[9999]) currentSum=504999983 | maxSum=0
(slices[7179]) currentSum=390289916 | maxSum=505000000
(slices[7178]) currentSum=390181556 | maxSum=505000000
(slices[7177]) currentSum=390073237 | maxSum=505000000
(slices[7176]) currentSum=389964922 | maxSum=505000000
(slices[7175]) currentSum=389856615 | maxSum=505000000
(slices[7174]) currentSum=389748321 | maxSum=505000000
(slices[7173]) currentSum=389640028 | maxSum=505000000
(slices[7172]) currentSum=389531747 | maxSum=505000000
(slices[7171]) currentSum=389423490 | maxSum=505000000
(slices[7170]) currentSum=389315272 | maxSum=505000000
(slices[7169]) currentSum=389207055 | maxSum=505000000
(slices[7168]) currentSum=389098843 | maxSum=505000000
(slices[7167]) currentSum=388990641 | maxSum=505000000
(slices[7166]) currentSum=388882439 | maxSum=505000000
(slices[7165]) currentSum=388774254 | maxSum=505000000
(slices[7164]) currentSum=388666113 | maxSum=505000000
(slices[7163]) currentSum=388557978 | maxSum=505000000
(slices[7162]) currentSum=388449849 | maxSum=505000000
(slices[7161]) currentSum=388341721 | maxSum=505000000
(slices[7160]) currentSum=388233597 | maxSum=505000000
(slices[7159]) currentSum=388125474 | maxSum=505000000
(slices[7158]) currentSum=388017363 | maxSum=505000000
(slices[7157]) currentSum=387909262 | maxSum=505000000
(slices[7156]) currentSum=387801164 | maxSum=505000000
(slices[7155]) currentSum=387693134 | maxSum=505000000
(slices[7154]) currentSum=387585118 | maxSum=505000000
(slices[7153]) currentSum=387477103 | maxSum=505000000
(slices[7152]) currentSum=387369095 | maxSum=505000000
(slices[7151]) currentSum=387261088 | maxSum=505000000
(slices[7150]) currentSum=387153118 | maxSum=505000000
(slices[7149]) currentSum=387045150 | maxSum=505000000
(slices[7148]) currentSum=386937183 | maxSum=505000000
(slices[7147]) currentSum=386829268 | maxSum=505000000
(slices[7146]) currentSum=386721355 | maxSum=505000000
(slices[7145]) currentSum=386613450 | maxSum=505000000
(slices[7144]) currentSum=386505545 | maxSum=505000000
(slices[7143]) currentSum=386397646 | maxSum=505000000
(slices[7142]) currentSum=386289754 | maxSum=505000000
(slices[7141]) currentSum=386181866 | maxSum=505000000
(slices[7140]) currentSum=386073983 | maxSum=505000000
(slices[7139]) currentSum=385966102 | maxSum=505000000
(slices[7138]) currentSum=385858234 | maxSum=505000000
(slices[7137]) currentSum=385750456 | maxSum=505000000
(slices[7136]) currentSum=385642694 | maxSum=505000000
(slices[7135]) currentSum=385534946 | maxSum=505000000
(slices[7134]) currentSum=385427227 | maxSum=505000000
(slices[7133]) currentSum=385319522 | maxSum=505000000
(slices[7132]) currentSum=385211833 | maxSum=505000000
(slices[7131]) currentSum=385104159 | maxSum=505000000
(slices[7130]) currentSum=384996531 | maxSum=505000000
(slices[7129]) currentSum=384888915 | maxSum=505000000
(slices[7128]) currentSum=384781333 | maxSum=505000000
(slices[7127]) currentSum=384673783 | maxSum=505000000
(slices[7126]) currentSum=384566245 | maxSum=505000000
(slices[7125]) currentSum=384458714 | maxSum=505000000
(slices[7124]) currentSum=384351216 | maxSum=505000000
(slices[7123]) currentSum=384243725 | maxSum=505000000
(slices[7122]) currentSum=384136252 | maxSum=505000000
(slices[7121]) currentSum=384028784 | maxSum=505000000
(slices[7120]) currentSum=383921329 | maxSum=505000000
(slices[7119]) currentSum=383813876 | maxSum=505000000
(slices[7118]) currentSum=383706471 | maxSum=505000000
(slices[7117]) currentSum=383599088 | maxSum=505000000
(slices[7116]) currentSum=383491711 | maxSum=505000000
(slices[7115]) currentSum=383384348 | maxSum=505000000
(slices[7114]) currentSum=383276986 | maxSum=505000000
(slices[7113]) currentSum=383169629 | maxSum=505000000
(slices[7112]) currentSum=383062304 | maxSum=505000000
(slices[7111]) currentSum=382954986 | maxSum=505000000
(slices[7110]) currentSum=382847676 | maxSum=505000000
(slices[7109]) currentSum=382740383 | maxSum=505000000
(slices[7108]) currentSum=382633092 | maxSum=505000000
(slices[7107]) currentSum=382525834 | maxSum=505000000
(slices[7106]) currentSum=382418580 | maxSum=505000000
(slices[7105]) currentSum=382311333 | maxSum=505000000
(slices[7104]) currentSum=382204088 | maxSum=505000000
(slices[7103]) currentSum=382096855 | maxSum=505000000
(slices[7102]) currentSum=381989632 | maxSum=505000000
(slices[7101]) currentSum=381882446 | maxSum=505000000
(slices[7100]) currentSum=381775279 | maxSum=505000000
(slices[7099]) currentSum=381668126 | maxSum=505000000
(slices[7098]) currentSum=381561067 | maxSum=505000000
(slices[7097]) currentSum=381454017 | maxSum=505000000
(slices[7096]) currentSum=381346972 | maxSum=505000000
(slices[7095]) currentSum=381239949 | maxSum=505000000
(slices[7094]) currentSum=381132978 | maxSum=505000000
(slices[7093]) currentSum=381026011 | maxSum=505000000
(slices[7092]) currentSum=380919045 | maxSum=505000000
(slices[7091]) currentSum=380812107 | maxSum=505000000
(slices[7090]) currentSum=380705179 | maxSum=505000000
(slices[7089]) currentSum=380598266 | maxSum=505000000
(slices[7088]) currentSum=380491357 | maxSum=505000000
(slices[7087]) currentSum=380384462 | maxSum=505000000
(slices[7086]) currentSum=380277593 | maxSum=505000000
(slices[7085]) currentSum=380170732 | maxSum=505000000
(slices[7084]) currentSum=380063896 | maxSum=505000000
(slices[7083]) currentSum=379957069 | maxSum=505000000
(slices[7082]) currentSum=379850276 | maxSum=505000000
(slices[7081]) currentSum=379743510 | maxSum=505000000
(slices[7080]) currentSum=379636745 | maxSum=505000000
(slices[7079]) currentSum=379530002 | maxSum=505000000
(slices[7078]) currentSum=379423262 | maxSum=505000000
(slices[7077]) currentSum=379316532 | maxSum=505000000
(slices[7076]) currentSum=379209825 | maxSum=505000000
(slices[7075]) currentSum=379103139 | maxSum=505000000
(slices[7074]) currentSum=378996484 | maxSum=505000000
(slices[7073]) currentSum=378889833 | maxSum=505000000
(slices[7072]) currentSum=378783193 | maxSum=505000000
(slices[7071]) currentSum=378676555 | maxSum=505000000
(slices[7070]) currentSum=378569959 | maxSum=505000000
(slices[7069]) currentSum=378463369 | maxSum=505000000
(slices[7068]) currentSum=378356792 | maxSum=505000000
(slices[7067]) currentSum=378250224 | maxSum=505000000
(slices[7066]) currentSum=378143675 | maxSum=505000000
(slices[7065]) currentSum=378037173 | maxSum=505000000
(slices[7064]) currentSum=377930676 | maxSum=505000000
(slices[7063]) currentSum=377824184 | maxSum=505000000
(slices[7062]) currentSum=377717696 | maxSum=505000000
(slices[7061]) currentSum=377611209 | maxSum=505000000
(slices[7060]) currentSum=377504731 | maxSum=505000000
(slices[7059]) currentSum=377398268 | maxSum=505000000
(slices[7058]) currentSum=377291813 | maxSum=505000000
(slices[7057]) currentSum=377185371 | maxSum=505000000
(slices[7056]) currentSum=377078967 | maxSum=505000000
(slices[7055]) currentSum=376972574 | maxSum=505000000
(slices[7054]) currentSum=376866193 | maxSum=505000000
(slices[7053]) currentSum=376759816 | maxSum=505000000
(slices[7052]) currentSum=376653482 | maxSum=505000000
(slices[7051]) currentSum=376547173 | maxSum=505000000
(slices[7050]) currentSum=376440909 | maxSum=505000000
(slices[7049]) currentSum=376334655 | maxSum=505000000
(slices[7048]) currentSum=376228403 | maxSum=505000000
(slices[7047]) currentSum=376122164 | maxSum=505000000
(slices[7046]) currentSum=376015940 | maxSum=505000000
(slices[7045]) currentSum=375909717 | maxSum=505000000
(slices[7044]) currentSum=375803499 | maxSum=505000000
(slices[7043]) currentSum=375697287 | maxSum=505000000
(slices[7042]) currentSum=375591078 | maxSum=505000000
(slices[7041]) currentSum=375484888 | maxSum=505000000
(slices[7040]) currentSum=375378706 | maxSum=505000000
(slices[7039]) currentSum=375272548 | maxSum=505000000
(slices[7038]) currentSum=375166395 | maxSum=505000000
(slices[7037]) currentSum=375060263 | maxSum=505000000
(slices[7036]) currentSum=374954158 | maxSum=505000000
(slices[7035]) currentSum=374848063 | maxSum=505000000
(slices[7034]) currentSum=374741973 | maxSum=505000000
(slices[7033]) currentSum=374635889 | maxSum=505000000
(slices[7032]) currentSum=374529832 | maxSum=505000000
(slices[7031]) currentSum=374423784 | maxSum=505000000
(slices[7030]) currentSum=374317824 | maxSum=505000000
(slices[7029]) currentSum=374211870 | maxSum=505000000
(slices[7028]) currentSum=374105922 | maxSum=505000000
(slices[7027]) currentSum=373999975 | maxSum=505000000
(slices[7026]) currentSum=373894030 | maxSum=505000000
(slices[7025]) currentSum=373788089 | maxSum=505000000
(slices[7024]) currentSum=373682172 | maxSum=505000000
(slices[7023]) currentSum=373576261 | maxSum=505000000
(slices[7022]) currentSum=373470423 | maxSum=505000000
(slices[7021]) currentSum=373364618 | maxSum=505000000
(slices[7020]) currentSum=373258838 | maxSum=505000000
(slices[7019]) currentSum=373153085 | maxSum=505000000
(slices[7018]) currentSum=373047340 | maxSum=505000000
(slices[7017]) currentSum=372941624 | maxSum=505000000
(slices[7016]) currentSum=372835909 | maxSum=505000000
(slices[7015]) currentSum=372730222 | maxSum=505000000
(slices[7014]) currentSum=372624536 | maxSum=505000000
(slices[7013]) currentSum=372518875 | maxSum=505000000
(slices[7012]) currentSum=372413220 | maxSum=505000000
(slices[7011]) currentSum=372307568 | maxSum=505000000
(slices[7010]) currentSum=372201949 | maxSum=505000000
(slices[7009]) currentSum=372096349 | maxSum=505000000
(slices[7008]) currentSum=371990759 | maxSum=505000000
(slices[7007]) currentSum=371885174 | maxSum=505000000
(slices[7006]) currentSum=371779591 | maxSum=505000000
(slices[7005]) currentSum=371674059 | maxSum=505000000
(slices[7004]) currentSum=371568530 | maxSum=505000000
(slices[7003]) currentSum=371463021 | maxSum=505000000
(slices[7002]) currentSum=371357522 | maxSum=505000000
(slices[7001]) currentSum=371252031 | maxSum=505000000
(slices[7000]) currentSum=371146546 | maxSum=505000000
(slices[6999]) currentSum=371041064 | maxSum=505000000
(slices[6998]) currentSum=370935598 | maxSum=505000000
(slices[6997]) currentSum=370830176 | maxSum=505000000
(slices[6996]) currentSum=370724782 | maxSum=505000000
(slices[6995]) currentSum=370619419 | maxSum=505000000
(slices[6994]) currentSum=370514088 | maxSum=505000000
(slices[6993]) currentSum=370408759 | maxSum=505000000
(slices[6992]) currentSum=370303453 | maxSum=505000000
(slices[6991]) currentSum=370198152 | maxSum=505000000
(slices[6990]) currentSum=370092871 | maxSum=505000000
(slices[6989]) currentSum=369987594 | maxSum=505000000
(slices[6988]) currentSum=369882322 | maxSum=505000000
(slices[6987]) currentSum=369777053 | maxSum=505000000
(slices[6986]) currentSum=369671789 | maxSum=505000000
(slices[6985]) currentSum=369566527 | maxSum=505000000
(slices[6984]) currentSum=369461283 | maxSum=505000000
(slices[6983]) currentSum=369356051 | maxSum=505000000
(slices[6982]) currentSum=369250824 | maxSum=505000000
(slices[6981]) currentSum=369145602 | maxSum=505000000
(slices[6980]) currentSum=369040383 | maxSum=505000000
(slices[6979]) currentSum=368935170 | maxSum=505000000
(slices[6978]) currentSum=368829959 | maxSum=505000000
(slices[6977]) currentSum=368724748 | maxSum=505000000
(slices[6976]) currentSum=368619543 | maxSum=505000000
(slices[6975]) currentSum=368514366 | maxSum=505000000
(slices[6974]) currentSum=368409190 | maxSum=505000000
(slices[6973]) currentSum=368304050 | maxSum=505000000
(slices[6972]) currentSum=368198926 | maxSum=505000000
(slices[6971]) currentSum=368093806 | maxSum=505000000
(slices[6970]) currentSum=367988705 | maxSum=505000000
(slices[6969]) currentSum=367883631 | maxSum=505000000
(slices[6968]) currentSum=367778567 | maxSum=505000000
(slices[6967]) currentSum=367673541 | maxSum=505000000
(slices[6966]) currentSum=367568536 | maxSum=505000000
(slices[6965]) currentSum=367463562 | maxSum=505000000
(slices[6964]) currentSum=367358588 | maxSum=505000000
(slices[6963]) currentSum=367253621 | maxSum=505000000
(slices[6962]) currentSum=367148663 | maxSum=505000000
(slices[6961]) currentSum=367043753 | maxSum=505000000
(slices[6960]) currentSum=366938852 | maxSum=505000000
(slices[6959]) currentSum=366833966 | maxSum=505000000
(slices[6958]) currentSum=366729108 | maxSum=505000000
(slices[6957]) currentSum=366624262 | maxSum=505000000
(slices[6956]) currentSum=366519468 | maxSum=505000000
(slices[6955]) currentSum=366414690 | maxSum=505000000
(slices[6954]) currentSum=366309916 | maxSum=505000000
(slices[6953]) currentSum=366205157 | maxSum=505000000
(slices[6952]) currentSum=366100428 | maxSum=505000000
(slices[6951]) currentSum=365995703 | maxSum=505000000
(slices[6950]) currentSum=365890981 | maxSum=505000000
(slices[6949]) currentSum=365786309 | maxSum=505000000
(slices[6948]) currentSum=365681652 | maxSum=505000000
(slices[6947]) currentSum=365576996 | maxSum=505000000
(slices[6946]) currentSum=365472357 | maxSum=505000000
(slices[6945]) currentSum=365367746 | maxSum=505000000
(slices[6944]) currentSum=365263148 | maxSum=505000000
(slices[6943]) currentSum=365158551 | maxSum=505000000
(slices[6942]) currentSum=365053958 | maxSum=505000000
(slices[6941]) currentSum=364949382 | maxSum=505000000
(slices[6940]) currentSum=364844812 | maxSum=505000000
(slices[6939]) currentSum=364740244 | maxSum=505000000
(slices[6938]) currentSum=364635700 | maxSum=505000000
(slices[6937]) currentSum=364531157 | maxSum=505000000
(slices[6936]) currentSum=364426630 | maxSum=505000000
(slices[6935]) currentSum=364322104 | maxSum=505000000
(slices[6934]) currentSum=364217602 | maxSum=505000000
(slices[6933]) currentSum=364113102 | maxSum=505000000
(slices[6932]) currentSum=364008643 | maxSum=505000000
(slices[6931]) currentSum=363904197 | maxSum=505000000
(slices[6930]) currentSum=363799779 | maxSum=505000000
(slices[6929]) currentSum=363695362 | maxSum=505000000
(slices[6928]) currentSum=363590958 | maxSum=505000000
(slices[6927]) currentSum=363486557 | maxSum=505000000
(slices[6926]) currentSum=363382159 | maxSum=505000000
(slices[6925]) currentSum=363277765 | maxSum=505000000
(slices[6924]) currentSum=363173374 | maxSum=505000000
(slices[6923]) currentSum=363068994 | maxSum=505000000
(slices[6922]) currentSum=362964629 | maxSum=505000000
(slices[6921]) currentSum=362860317 | maxSum=505000000
(slices[6920]) currentSum=362756022 | maxSum=505000000
(slices[6919]) currentSum=362651732 | maxSum=505000000
(slices[6918]) currentSum=362547448 | maxSum=505000000
(slices[6917]) currentSum=362443173 | maxSum=505000000
(slices[6916]) currentSum=362338903 | maxSum=505000000
(slices[6915]) currentSum=362234646 | maxSum=505000000
(slices[6914]) currentSum=362130401 | maxSum=505000000
(slices[6913]) currentSum=362026157 | maxSum=505000000
(slices[6912]) currentSum=361921942 | maxSum=505000000
(slices[6911]) currentSum=361817748 | maxSum=505000000
(slices[6910]) currentSum=361713562 | maxSum=505000000
(slices[6909]) currentSum=361609381 | maxSum=505000000
(slices[6908]) currentSum=361505202 | maxSum=505000000
(slices[6907]) currentSum=361401027 | maxSum=505000000
(slices[6906]) currentSum=361296898 | maxSum=505000000
(slices[6905]) currentSum=361192792 | maxSum=505000000
(slices[6904]) currentSum=361088693 | maxSum=505000000
(slices[6903]) currentSum=360984619 | maxSum=505000000
(slices[6902]) currentSum=360880587 | maxSum=505000000
(slices[6901]) currentSum=360776565 | maxSum=505000000
(slices[6900]) currentSum=360672569 | maxSum=505000000
(slices[6899]) currentSum=360568586 | maxSum=505000000
(slices[6898]) currentSum=360464627 | maxSum=505000000
(slices[6897]) currentSum=360360668 | maxSum=505000000
(slices[6896]) currentSum=360256713 | maxSum=505000000
(slices[6895]) currentSum=360152760 | maxSum=505000000
(slices[6894]) currentSum=360048812 | maxSum=505000000
(slices[6893]) currentSum=359944883 | maxSum=505000000
(slices[6892]) currentSum=359840970 | maxSum=505000000
(slices[6891]) currentSum=359737062 | maxSum=505000000
(slices[6890]) currentSum=359633158 | maxSum=505000000
(slices[6889]) currentSum=359529258 | maxSum=505000000
(slices[6888]) currentSum=359425389 | maxSum=505000000
(slices[6887]) currentSum=359321522 | maxSum=505000000
(slices[6886]) currentSum=359217671 | maxSum=505000000
(slices[6885]) currentSum=359113830 | maxSum=505000000
(slices[6884]) currentSum=359009999 | maxSum=505000000
(slices[6883]) currentSum=358906170 | maxSum=505000000
(slices[6882]) currentSum=358802343 | maxSum=505000000
(slices[6881]) currentSum=358698527 | maxSum=505000000
(slices[6880]) currentSum=358594742 | maxSum=505000000
(slices[6879]) currentSum=358490965 | maxSum=505000000
(slices[6878]) currentSum=358387201 | maxSum=505000000
(slices[6877]) currentSum=358283454 | maxSum=505000000
(slices[6876]) currentSum=358179707 | maxSum=505000000
(slices[6875]) currentSum=358075977 | maxSum=505000000
(slices[6874]) currentSum=357972279 | maxSum=505000000
(slices[6873]) currentSum=357868583 | maxSum=505000000
(slices[6872]) currentSum=357764893 | maxSum=505000000
(slices[6871]) currentSum=357661211 | maxSum=505000000
(slices[6870]) currentSum=357557543 | maxSum=505000000
(slices[6869]) currentSum=357453887 | maxSum=505000000
(slices[6868]) currentSum=357350251 | maxSum=505000000
(slices[6867]) currentSum=357246623 | maxSum=505000000
(slices[6866]) currentSum=357142998 | maxSum=505000000
(slices[6865]) currentSum=357039402 | maxSum=505000000
(slices[6864]) currentSum=356935825 | maxSum=505000000
(slices[6863]) currentSum=356832255 | maxSum=505000000
(slices[6862]) currentSum=356728686 | maxSum=505000000
(slices[6861]) currentSum=356625130 | maxSum=505000000
(slices[6860]) currentSum=356521593 | maxSum=505000000
(slices[6859]) currentSum=356418063 | maxSum=505000000
(slices[6858]) currentSum=356314538 | maxSum=505000000
(slices[6857]) currentSum=356211031 | maxSum=505000000
(slices[6856]) currentSum=356107540 | maxSum=505000000
(slices[6855]) currentSum=356004080 | maxSum=505000000
(slices[6854]) currentSum=355900648 | maxSum=505000000
(slices[6853]) currentSum=355797222 | maxSum=505000000
(slices[6852]) currentSum=355693811 | maxSum=505000000
(slices[6851]) currentSum=355590425 | maxSum=505000000
(slices[6850]) currentSum=355487057 | maxSum=505000000
(slices[6849]) currentSum=355383704 | maxSum=505000000
(slices[6848]) currentSum=355280376 | maxSum=505000000
(slices[6847]) currentSum=355177083 | maxSum=505000000
(slices[6846]) currentSum=355073796 | maxSum=505000000
(slices[6845]) currentSum=354970555 | maxSum=505000000
(slices[6844]) currentSum=354867317 | maxSum=505000000
(slices[6843]) currentSum=354764100 | maxSum=505000000
(slices[6842]) currentSum=354660888 | maxSum=505000000
(slices[6841]) currentSum=354557677 | maxSum=505000000
(slices[6840]) currentSum=354454466 | maxSum=505000000
(slices[6839]) currentSum=354351260 | maxSum=505000000
(slices[6838]) currentSum=354248063 | maxSum=505000000
(slices[6837]) currentSum=354144867 | maxSum=505000000
(slices[6836]) currentSum=354041675 | maxSum=505000000
(slices[6835]) currentSum=353938492 | maxSum=505000000
(slices[6834]) currentSum=353835324 | maxSum=505000000
(slices[6833]) currentSum=353732179 | maxSum=505000000
(slices[6832]) currentSum=353629052 | maxSum=505000000
(slices[6831]) currentSum=353525948 | maxSum=505000000
(slices[6830]) currentSum=353422856 | maxSum=505000000
(slices[6829]) currentSum=353319784 | maxSum=505000000
(slices[6828]) currentSum=353216748 | maxSum=505000000
(slices[6827]) currentSum=353113767 | maxSum=505000000
(slices[6826]) currentSum=353010817 | maxSum=505000000
(slices[6825]) currentSum=352907878 | maxSum=505000000
(slices[6824]) currentSum=352804954 | maxSum=505000000
(slices[6823]) currentSum=352702043 | maxSum=505000000
(slices[6822]) currentSum=352599147 | maxSum=505000000
(slices[6821]) currentSum=352496256 | maxSum=505000000
(slices[6820]) currentSum=352393400 | maxSum=505000000
(slices[6819]) currentSum=352290600 | maxSum=505000000
(slices[6818]) currentSum=352187806 | maxSum=505000000
(slices[6817]) currentSum=352085021 | maxSum=505000000
(slices[6816]) currentSum=351982282 | maxSum=505000000
(slices[6815]) currentSum=351879548 | maxSum=505000000
(slices[6814]) currentSum=351776822 | maxSum=505000000
(slices[6813]) currentSum=351674100 | maxSum=505000000
(slices[6812]) currentSum=351571385 | maxSum=505000000
(slices[6811]) currentSum=351468688 | maxSum=505000000
(slices[6810]) currentSum=351366019 | maxSum=505000000
(slices[6809]) currentSum=351263360 | maxSum=505000000
(slices[6808]) currentSum=351160732 | maxSum=505000000
(slices[6807]) currentSum=351058116 | maxSum=505000000
(slices[6806]) currentSum=350955513 | maxSum=505000000
(slices[6805]) currentSum=350852914 | maxSum=505000000
(slices[6804]) currentSum=350750351 | maxSum=505000000
(slices[6803]) currentSum=350647795 | maxSum=505000000
(slices[6802]) currentSum=350545248 | maxSum=505000000
(slices[6801]) currentSum=350442714 | maxSum=505000000
(slices[6800]) currentSum=350340198 | maxSum=505000000
(slices[6799]) currentSum=350237697 | maxSum=505000000
(slices[6798]) currentSum=350135233 | maxSum=505000000
(slices[6797]) currentSum=350032778 | maxSum=505000000
(slices[6796]) currentSum=349930343 | maxSum=505000000
(slices[6795]) currentSum=349827910 | maxSum=505000000
(slices[6794]) currentSum=349725478 | maxSum=505000000
(slices[6793]) currentSum=349623054 | maxSum=505000000
(slices[6792]) currentSum=349520633 | maxSum=505000000
(slices[6791]) currentSum=349418237 | maxSum=505000000
(slices[6790]) currentSum=349315873 | maxSum=505000000
(slices[6789]) currentSum=349213535 | maxSum=505000000
(slices[6788]) currentSum=349111212 | maxSum=505000000
(slices[6787]) currentSum=349008890 | maxSum=505000000
(slices[6786]) currentSum=348906584 | maxSum=505000000
(slices[6785]) currentSum=348804284 | maxSum=505000000
(slices[6784]) currentSum=348702061 | maxSum=505000000
(slices[6783]) currentSum=348599845 | maxSum=505000000
(slices[6782]) currentSum=348497638 | maxSum=505000000
(slices[6781]) currentSum=348395436 | maxSum=505000000
(slices[6780]) currentSum=348293240 | maxSum=505000000
(slices[6779]) currentSum=348191067 | maxSum=505000000
(slices[6778]) currentSum=348088922 | maxSum=505000000
(slices[6777]) currentSum=347986785 | maxSum=505000000
(slices[6776]) currentSum=347884650 | maxSum=505000000
(slices[6775]) currentSum=347782519 | maxSum=505000000
(slices[6774]) currentSum=347680405 | maxSum=505000000
(slices[6773]) currentSum=347578323 | maxSum=505000000
(slices[6772]) currentSum=347476242 | maxSum=505000000
(slices[6771]) currentSum=347374162 | maxSum=505000000
(slices[6770]) currentSum=347272093 | maxSum=505000000
(slices[6769]) currentSum=347170026 | maxSum=505000000
(slices[6768]) currentSum=347067965 | maxSum=505000000
(slices[6767]) currentSum=346965921 | maxSum=505000000
(slices[6766]) currentSum=346863885 | maxSum=505000000
(slices[6765]) currentSum=346761851 | maxSum=505000000
(slices[6764]) currentSum=346659828 | maxSum=505000000
(slices[6763]) currentSum=346557806 | maxSum=505000000
(slices[6762]) currentSum=346455794 | maxSum=505000000
(slices[6761]) currentSum=346353810 | maxSum=505000000
(slices[6760]) currentSum=346251859 | maxSum=505000000
(slices[6759]) currentSum=346149916 | maxSum=505000000
(slices[6758]) currentSum=346047978 | maxSum=505000000
(slices[6757]) currentSum=345946041 | maxSum=505000000
(slices[6756]) currentSum=345844105 | maxSum=505000000
(slices[6755]) currentSum=345742184 | maxSum=505000000
(slices[6754]) currentSum=345640324 | maxSum=505000000
(slices[6753]) currentSum=345538520 | maxSum=505000000
(slices[6752]) currentSum=345436724 | maxSum=505000000
(slices[6751]) currentSum=345334936 | maxSum=505000000
(slices[6750]) currentSum=345233157 | maxSum=505000000
(slices[6749]) currentSum=345131386 | maxSum=505000000
(slices[6748]) currentSum=345029627 | maxSum=505000000
(slices[6747]) currentSum=344927870 | maxSum=505000000
(slices[6746]) currentSum=344826115 | maxSum=505000000
(slices[6745]) currentSum=344724378 | maxSum=505000000
(slices[6744]) currentSum=344622666 | maxSum=505000000
(slices[6743]) currentSum=344520971 | maxSum=505000000
(slices[6742]) currentSum=344419293 | maxSum=505000000
(slices[6741]) currentSum=344317646 | maxSum=505000000
(slices[6740]) currentSum=344216027 | maxSum=505000000
(slices[6739]) currentSum=344114419 | maxSum=505000000
(slices[6738]) currentSum=344012834 | maxSum=505000000
(slices[6737]) currentSum=343911277 | maxSum=505000000
(slices[6736]) currentSum=343809741 | maxSum=505000000
(slices[6735]) currentSum=343708205 | maxSum=505000000
(slices[6734]) currentSum=343606680 | maxSum=505000000
(slices[6733]) currentSum=343505178 | maxSum=505000000
(slices[6732]) currentSum=343403698 | maxSum=505000000
(slices[6731]) currentSum=343302266 | maxSum=505000000
(slices[6730]) currentSum=343200848 | maxSum=505000000
(slices[6729]) currentSum=343099439 | maxSum=505000000
(slices[6728]) currentSum=342998067 | maxSum=505000000
(slices[6727]) currentSum=342896707 | maxSum=505000000
(slices[6726]) currentSum=342795349 | maxSum=505000000
(slices[6725]) currentSum=342693993 | maxSum=505000000
(slices[6724]) currentSum=342592679 | maxSum=505000000
(slices[6723]) currentSum=342491432 | maxSum=505000000
(slices[6722]) currentSum=342390219 | maxSum=505000000
(slices[6721]) currentSum=342289006 | maxSum=505000000
(slices[6720]) currentSum=342187818 | maxSum=505000000
(slices[6719]) currentSum=342086641 | maxSum=505000000
(slices[6718]) currentSum=341985502 | maxSum=505000000
(slices[6717]) currentSum=341884408 | maxSum=505000000
(slices[6716]) currentSum=341783314 | maxSum=505000000
(slices[6715]) currentSum=341682225 | maxSum=505000000
(slices[6714]) currentSum=341581145 | maxSum=505000000
(slices[6713]) currentSum=341480072 | maxSum=505000000
(slices[6712]) currentSum=341379003 | maxSum=505000000
(slices[6711]) currentSum=341277938 | maxSum=505000000
(slices[6710]) currentSum=341176887 | maxSum=505000000
(slices[6709]) currentSum=341075841 | maxSum=505000000
(slices[6708]) currentSum=340974796 | maxSum=505000000
(slices[6707]) currentSum=340873758 | maxSum=505000000
(slices[6706]) currentSum=340772720 | maxSum=505000000
(slices[6705]) currentSum=340671700 | maxSum=505000000
(slices[6704]) currentSum=340570710 | maxSum=505000000
(slices[6703]) currentSum=340469735 | maxSum=505000000
(slices[6702]) currentSum=340368780 | maxSum=505000000
(slices[6701]) currentSum=340267831 | maxSum=505000000
(slices[6700]) currentSum=340166924 | maxSum=505000000
(slices[6699]) currentSum=340066021 | maxSum=505000000
(slices[6698]) currentSum=339965118 | maxSum=505000000
(slices[6697]) currentSum=339864231 | maxSum=505000000
(slices[6696]) currentSum=339763354 | maxSum=505000000
(slices[6695]) currentSum=339662480 | maxSum=505000000
(slices[6694]) currentSum=339561608 | maxSum=505000000
(slices[6693]) currentSum=339460747 | maxSum=505000000
(slices[6692]) currentSum=339359889 | maxSum=505000000
(slices[6691]) currentSum=339259036 | maxSum=505000000
(slices[6690]) currentSum=339158187 | maxSum=505000000
(slices[6689]) currentSum=339057344 | maxSum=505000000
(slices[6688]) currentSum=338956521 | maxSum=505000000
(slices[6687]) currentSum=338855705 | maxSum=505000000
(slices[6686]) currentSum=338754917 | maxSum=505000000
(slices[6685]) currentSum=338654150 | maxSum=505000000
(slices[6684]) currentSum=338553391 | maxSum=505000000
(slices[6683]) currentSum=338452636 | maxSum=505000000
(slices[6682]) currentSum=338351884 | maxSum=505000000
(slices[6681]) currentSum=338251138 | maxSum=505000000
(slices[6680]) currentSum=338150406 | maxSum=505000000
(slices[6679]) currentSum=338049676 | maxSum=505000000
(slices[6678]) currentSum=337948991 | maxSum=505000000
(slices[6677]) currentSum=337848346 | maxSum=505000000
(slices[6676]) currentSum=337747726 | maxSum=505000000
(slices[6675]) currentSum=337647113 | maxSum=505000000
(slices[6674]) currentSum=337546502 | maxSum=505000000
(slices[6673]) currentSum=337445896 | maxSum=505000000
(slices[6672]) currentSum=337345300 | maxSum=505000000
(slices[6671]) currentSum=337244706 | maxSum=505000000
(slices[6670]) currentSum=337144116 | maxSum=505000000
(slices[6669]) currentSum=337043553 | maxSum=505000000
(slices[6668]) currentSum=336943004 | maxSum=505000000
(slices[6667]) currentSum=336842457 | maxSum=505000000
(slices[6666]) currentSum=336741911 | maxSum=505000000
(slices[6665]) currentSum=336641380 | maxSum=505000000
(slices[6664]) currentSum=336540851 | maxSum=505000000
(slices[6663]) currentSum=336440335 | maxSum=505000000
