cSum=999999725 | maxSum=0
cSum=380559552 | maxSum=999999932
cSum=379942044 | maxSum=999999932
cSum=379324880 | maxSum=999999932
cSum=378707805 | maxSum=999999932
cSum=378090868 | maxSum=999999932
cSum=377474704 | maxSum=999999932
cSum=376858783 | maxSum=999999932
cSum=376243089 | maxSum=999999932
cSum=375627590 | maxSum=999999932
cSum=375012672 | maxSum=999999932
cSum=374398859 | maxSum=999999932
cSum=373785826 | maxSum=999999932
cSum=373172820 | maxSum=999999932
cSum=372560215 | maxSum=999999932
cSum=371947713 | maxSum=999999932
cSum=371335638 | maxSum=999999932
cSum=370723709 | maxSum=999999932
cSum=370112174 | maxSum=999999932
cSum=369501318 | maxSum=999999932
cSum=368891462 | maxSum=999999932
cSum=368282619 | maxSum=999999932
cSum=367674410 | maxSum=999999932
cSum=367066266 | maxSum=999999932
cSum=366458488 | maxSum=999999932
cSum=365851123 | maxSum=999999932
cSum=365244032 | maxSum=999999932
cSum=364637187 | maxSum=999999932
cSum=364031739 | maxSum=999999932
cSum=363426638 | maxSum=999999932
cSum=362821991 | maxSum=999999932
cSum=362217702 | maxSum=999999932
cSum=361613450 | maxSum=999999932
cSum=361009633 | maxSum=999999932
cSum=360405927 | maxSum=999999932
cSum=359802242 | maxSum=999999932
cSum=359199052 | maxSum=999999932
cSum=358596268 | maxSum=999999932
cSum=357994268 | maxSum=999999932
cSum=357394513 | maxSum=999999932
cSum=356794889 | maxSum=999999932
cSum=356196056 | maxSum=999999932
cSum=355598475 | maxSum=999999932
cSum=355001077 | maxSum=999999932
cSum=354404170 | maxSum=999999932
cSum=353807369 | maxSum=999999932
cSum=353211067 | maxSum=999999932
cSum=352616100 | maxSum=999999932
cSum=352021318 | maxSum=999999932
cSum=351427844 | maxSum=999999932
cSum=350834374 | maxSum=999999932
cSum=350240905 | maxSum=999999932
cSum=349648171 | maxSum=999999932
cSum=349056118 | maxSum=999999932
cSum=348464260 | maxSum=999999932
cSum=347872845 | maxSum=999999932
cSum=347282453 | maxSum=999999932
cSum=346692222 | maxSum=999999932
cSum=346103493 | maxSum=999999932
cSum=345514805 | maxSum=999999932
cSum=344926246 | maxSum=999999932
cSum=344338042 | maxSum=999999932
cSum=343750911 | maxSum=999999932
cSum=343164785 | maxSum=999999932
cSum=342579553 | maxSum=999999932
cSum=341995020 | maxSum=999999932
cSum=341410585 | maxSum=999999932
cSum=340826530 | maxSum=999999932
cSum=340243690 | maxSum=999999932
cSum=339660874 | maxSum=999999932
cSum=339078679 | maxSum=999999932
cSum=338497086 | maxSum=999999932
cSum=337915692 | maxSum=999999932
cSum=337334513 | maxSum=999999932
cSum=336753634 | maxSum=999999932
cSum=336173225 | maxSum=999999932
cSum=335592936 | maxSum=999999932
cSum=335012786 | maxSum=999999932
cSum=334432638 | maxSum=999999932
cSum=333853223 | maxSum=999999932
cSum=333274095 | maxSum=999999932
cSum=332695188 | maxSum=999999932
cSum=332116332 | maxSum=999999932
cSum=331537554 | maxSum=999999932
cSum=330959025 | maxSum=999999932
cSum=330380931 | maxSum=999999932
cSum=329803284 | maxSum=999999932
cSum=329226109 | maxSum=999999932
cSum=328649001 | maxSum=999999932
cSum=328072132 | maxSum=999999932
cSum=327495571 | maxSum=999999932
cSum=326919622 | maxSum=999999932
cSum=326345018 | maxSum=999999932
cSum=325770482 | maxSum=999999932
cSum=325197282 | maxSum=999999932
cSum=324624570 | maxSum=999999932
cSum=324052427 | maxSum=999999932
cSum=323480518 | maxSum=999999932
cSum=322909055 | maxSum=999999932
cSum=322337989 | maxSum=999999932
cSum=321767025 | maxSum=999999932
cSum=321197147 | maxSum=999999932
cSum=320627491 | maxSum=999999932
cSum=320058471 | maxSum=999999932
cSum=319489470 | maxSum=999999932
cSum=318920887 | maxSum=999999932
cSum=318353540 | maxSum=999999932
cSum=317786642 | maxSum=999999932
cSum=317220135 | maxSum=999999932
cSum=316653652 | maxSum=999999932
cSum=316087211 | maxSum=999999932
cSum=315520949 | maxSum=999999932
cSum=314955277 | maxSum=999999932
cSum=314389616 | maxSum=999999932
cSum=313823986 | maxSum=999999932
cSum=313258443 | maxSum=999999932
cSum=312692965 | maxSum=999999932
cSum=312127756 | maxSum=999999932
cSum=311562963 | maxSum=999999932
cSum=310998305 | maxSum=999999932
cSum=310433889 | maxSum=999999932
cSum=309869523 | maxSum=999999932
cSum=309305722 | maxSum=999999932
cSum=308742013 | maxSum=999999932
cSum=308178908 | maxSum=999999932
cSum=307616221 | maxSum=999999932
cSum=307053834 | maxSum=999999932
cSum=306491508 | maxSum=999999932
cSum=305929195 | maxSum=999999932
cSum=305367250 | maxSum=999999932
cSum=304807113 | maxSum=999999932
cSum=304246981 | maxSum=999999932
cSum=303686861 | maxSum=999999932
cSum=303127267 | maxSum=999999932
cSum=302568593 | maxSum=999999932
cSum=302009960 | maxSum=999999932
cSum=301452941 | maxSum=999999932
cSum=300895958 | maxSum=999999932
cSum=300338981 | maxSum=999999932
cSum=299782219 | maxSum=999999932
cSum=299225529 | maxSum=999999932
cSum=298669362 | maxSum=999999932
cSum=298114495 | maxSum=999999932
cSum=297559810 | maxSum=999999932
cSum=297006453 | maxSum=999999932
cSum=296454762 | maxSum=999999932
cSum=295903212 | maxSum=999999932
cSum=295353040 | maxSum=999999932
cSum=294804812 | maxSum=999999932
cSum=294256804 | maxSum=999999932
cSum=293709662 | maxSum=999999932
cSum=293162989 | maxSum=999999932
cSum=292617763 | maxSum=999999932
cSum=292073539 | maxSum=999999932
cSum=291529865 | maxSum=999999932
cSum=290986696 | maxSum=999999932
cSum=290443928 | maxSum=999999932
cSum=289902155 | maxSum=999999932
cSum=289361614 | maxSum=999999932
cSum=288821970 | maxSum=999999932
cSum=288282788 | maxSum=999999932
cSum=287744568 | maxSum=999999932
cSum=287208252 | maxSum=999999932
cSum=286672197 | maxSum=999999932
cSum=286137869 | maxSum=999999932
cSum=285603668 | maxSum=999999932
cSum=285070027 | maxSum=999999932
cSum=284537047 | maxSum=999999932
cSum=284004500 | maxSum=999999932
cSum=283472048 | maxSum=999999932
cSum=282939655 | maxSum=999999932
cSum=282407281 | maxSum=999999932
cSum=281875474 | maxSum=999999932
cSum=281344885 | maxSum=999999932
cSum=280814376 | maxSum=999999932
cSum=280284366 | maxSum=999999932
cSum=279754412 | maxSum=999999932
cSum=279225063 | maxSum=999999932
cSum=278696699 | maxSum=999999932
cSum=278169372 | maxSum=999999932
cSum=277642631 | maxSum=999999932
cSum=277116411 | maxSum=999999932
cSum=276591458 | maxSum=999999932
cSum=276066624 | maxSum=999999932
cSum=275543092 | maxSum=999999932
cSum=275020334 | maxSum=999999932
cSum=274497699 | maxSum=999999932
cSum=273975807 | maxSum=999999932
cSum=273454900 | maxSum=999999932
cSum=272935313 | maxSum=999999932
cSum=272415873 | maxSum=999999932
cSum=271897430 | maxSum=999999932
cSum=271379062 | maxSum=999999932
cSum=270861230 | maxSum=999999932
cSum=270343691 | maxSum=999999932
cSum=269827086 | maxSum=999999932
cSum=269311402 | maxSum=999999932
cSum=268795740 | maxSum=999999932
cSum=268280966 | maxSum=999999932
cSum=267766252 | maxSum=999999932
cSum=267252188 | maxSum=999999932
cSum=266738712 | maxSum=999999932
cSum=266225544 | maxSum=999999932
cSum=265713153 | maxSum=999999932
cSum=265200791 | maxSum=999999932
cSum=264688478 | maxSum=999999932
cSum=264176482 | maxSum=999999932
cSum=263664781 | maxSum=999999932
cSum=263153497 | maxSum=999999932
cSum=262643135 | maxSum=999999932
cSum=262133487 | maxSum=999999932
cSum=261624204 | maxSum=999999932
cSum=261114922 | maxSum=999999932
cSum=260605878 | maxSum=999999932
cSum=260097570 | maxSum=999999932
cSum=259589383 | maxSum=999999932
cSum=259081464 | maxSum=999999932
cSum=258573694 | maxSum=999999932
cSum=258066660 | maxSum=999999932
cSum=257559929 | maxSum=999999932
cSum=257053941 | maxSum=999999932
cSum=256548636 | maxSum=999999932
cSum=256043845 | maxSum=999999932
cSum=255541826 | maxSum=999999932
cSum=255040840 | maxSum=999999932
cSum=254540640 | maxSum=999999932
cSum=254040641 | maxSum=999999932
cSum=253541210 | maxSum=999999932
cSum=253041940 | maxSum=999999932
cSum=252543520 | maxSum=999999932
cSum=252045253 | maxSum=999999932
cSum=251547470 | maxSum=999999932
cSum=251050855 | maxSum=999999932
cSum=250554555 | maxSum=999999932
cSum=250058333 | maxSum=999999932
cSum=249562331 | maxSum=999999932
cSum=249066332 | maxSum=999999932
cSum=248570650 | maxSum=999999932
cSum=248075441 | maxSum=999999932
cSum=247581011 | maxSum=999999932
cSum=247087406 | maxSum=999999932
cSum=246594000 | maxSum=999999932
cSum=246100797 | maxSum=999999932
cSum=245607905 | maxSum=999999932
cSum=245115116 | maxSum=999999932
cSum=244622769 | maxSum=999999932
cSum=244130520 | maxSum=999999932
cSum=243639004 | maxSum=999999932
cSum=243147872 | maxSum=999999932
cSum=242657036 | maxSum=999999932
cSum=242166891 | maxSum=999999932
cSum=241677130 | maxSum=999999932
cSum=241188522 | maxSum=999999932
cSum=240700618 | maxSum=999999932
cSum=240212944 | maxSum=999999932
cSum=239725318 | maxSum=999999932
cSum=239237812 | maxSum=999999932
cSum=238750479 | maxSum=999999932
cSum=238263215 | maxSum=999999932
cSum=237776049 | maxSum=999999932
cSum=237289179 | maxSum=999999932
cSum=236804028 | maxSum=999999932
cSum=236319263 | maxSum=999999932
cSum=235834795 | maxSum=999999932
cSum=235350619 | maxSum=999999932
cSum=234866705 | maxSum=999999932
cSum=234383104 | maxSum=999999932
cSum=233900391 | maxSum=999999932
cSum=233418269 | maxSum=999999932
cSum=232936324 | maxSum=999999932
cSum=232454532 | maxSum=999999932
cSum=231973340 | maxSum=999999932
cSum=231492742 | maxSum=999999932
cSum=231013257 | maxSum=999999932
cSum=230534083 | maxSum=999999932
cSum=230055005 | maxSum=999999932
cSum=229575979 | maxSum=999999932
cSum=229097294 | maxSum=999999932
cSum=228619705 | maxSum=999999932
cSum=228142191 | maxSum=999999932
cSum=227665030 | maxSum=999999932
cSum=227188060 | maxSum=999999932
cSum=226711132 | maxSum=999999932
cSum=226234276 | maxSum=999999932
cSum=225757439 | maxSum=999999932
cSum=225281302 | maxSum=999999932
cSum=224805465 | maxSum=999999932
cSum=224329651 | maxSum=999999932
cSum=223853921 | maxSum=999999932
cSum=223378435 | maxSum=999999932
cSum=222904422 | maxSum=999999932
cSum=222430954 | maxSum=999999932
cSum=221958203 | maxSum=999999932
cSum=221485754 | maxSum=999999932
cSum=221013316 | maxSum=999999932
cSum=220541333 | maxSum=999999932
cSum=220070253 | maxSum=999999932
cSum=219599797 | maxSum=999999932
cSum=219129696 | maxSum=999999932
cSum=218659700 | maxSum=999999932
cSum=218191411 | maxSum=999999932
cSum=217723786 | maxSum=999999932
cSum=217257438 | maxSum=999999932
cSum=216792157 | maxSum=999999932
cSum=216327186 | maxSum=999999932
cSum=215862479 | maxSum=999999932
cSum=215398202 | maxSum=999999932
cSum=214934080 | maxSum=999999932
cSum=214470318 | maxSum=999999932
cSum=214006629 | maxSum=999999932
cSum=213543065 | maxSum=999999932
cSum=213079716 | maxSum=999999932
cSum=212616419 | maxSum=999999932
cSum=212153181 | maxSum=999999932
cSum=211690894 | maxSum=999999932
cSum=211228978 | maxSum=999999932
cSum=210767233 | maxSum=999999932
cSum=210305943 | maxSum=999999932
cSum=209845407 | maxSum=999999932
cSum=209385887 | maxSum=999999932
cSum=208926438 | maxSum=999999932
cSum=208467006 | maxSum=999999932
cSum=208007932 | maxSum=999999932
cSum=207550289 | maxSum=999999932
cSum=207092999 | maxSum=999999932
cSum=206635890 | maxSum=999999932
cSum=206178832 | maxSum=999999932
cSum=205722049 | maxSum=999999932
cSum=205265357 | maxSum=999999932
cSum=204809422 | maxSum=999999932
cSum=204353698 | maxSum=999999932
cSum=203898595 | maxSum=999999932
cSum=203443962 | maxSum=999999932
cSum=202990897 | maxSum=999999932
cSum=202538598 | maxSum=999999932
cSum=202086558 | maxSum=999999932
cSum=201634900 | maxSum=999999932
cSum=201184079 | maxSum=999999932
cSum=200733364 | maxSum=999999932
cSum=200283653 | maxSum=999999932
cSum=199834169 | maxSum=999999932
cSum=199384873 | maxSum=999999932
cSum=198935636 | maxSum=999999932
cSum=198487123 | maxSum=999999932
cSum=198039602 | maxSum=999999932
cSum=197593378 | maxSum=999999932
cSum=197147529 | maxSum=999999932
cSum=196701688 | maxSum=999999932
cSum=196256717 | maxSum=999999932
cSum=195812512 | maxSum=999999932
cSum=195368310 | maxSum=999999932
cSum=194924567 | maxSum=999999932
cSum=194480961 | maxSum=999999932
cSum=194037767 | maxSum=999999932
cSum=193595050 | maxSum=999999932
cSum=193152582 | maxSum=999999932
cSum=192710157 | maxSum=999999932
cSum=192268064 | maxSum=999999932
cSum=191826604 | maxSum=999999932
cSum=191385684 | maxSum=999999932
cSum=190945081 | maxSum=999999932
cSum=190504567 | maxSum=999999932
cSum=190064618 | maxSum=999999932
cSum=189624978 | maxSum=999999932
cSum=189185441 | maxSum=999999932
cSum=188746015 | maxSum=999999932
cSum=188309574 | maxSum=999999932
cSum=187873553 | maxSum=999999932
cSum=187437816 | maxSum=999999932
cSum=187002092 | maxSum=999999932
cSum=186566943 | maxSum=999999932
cSum=186131855 | maxSum=999999932
cSum=185696784 | maxSum=999999932
cSum=185262161 | maxSum=999999932
cSum=184828789 | maxSum=999999932
cSum=184396416 | maxSum=999999932
cSum=183964298 | maxSum=999999932
cSum=183532535 | maxSum=999999932
cSum=183100843 | maxSum=999999932
cSum=182669721 | maxSum=999999932
cSum=182238942 | maxSum=999999932
cSum=181808998 | maxSum=999999932
cSum=181380586 | maxSum=999999932
cSum=180952304 | maxSum=999999932
cSum=180524069 | maxSum=999999932
cSum=180095889 | maxSum=999999932
cSum=179667898 | maxSum=999999932
cSum=179240038 | maxSum=999999932
cSum=178812589 | maxSum=999999932
cSum=178385705 | maxSum=999999932
cSum=177959484 | maxSum=999999932
cSum=177533277 | maxSum=999999932
cSum=177107109 | maxSum=999999932
cSum=176681258 | maxSum=999999932
cSum=176257162 | maxSum=999999932
cSum=175833155 | maxSum=999999932
cSum=175409296 | maxSum=999999932
cSum=174985856 | maxSum=999999932
cSum=174563626 | maxSum=999999932
cSum=174141515 | maxSum=999999932
cSum=173719517 | maxSum=999999932
cSum=173298815 | maxSum=999999932
cSum=172878243 | maxSum=999999932
cSum=172458020 | maxSum=999999932
cSum=172038065 | maxSum=999999932
cSum=171618921 | maxSum=999999932
cSum=171199804 | maxSum=999999932
cSum=170780952 | maxSum=999999932
cSum=170362528 | maxSum=999999932
cSum=169944656 | maxSum=999999932
cSum=169527126 | maxSum=999999932
cSum=169110284 | maxSum=999999932
cSum=168693517 | maxSum=999999932
cSum=168277544 | maxSum=999999932
cSum=167862461 | maxSum=999999932
cSum=167447399 | maxSum=999999932
cSum=167032498 | maxSum=999999932
cSum=166618706 | maxSum=999999932
cSum=166205495 | maxSum=999999932
cSum=165796058 | maxSum=999999932
cSum=165387077 | maxSum=999999932
cSum=164978630 | maxSum=999999932
cSum=164570833 | maxSum=999999932
cSum=164163258 | maxSum=999999932
cSum=163758375 | maxSum=999999932
cSum=163354418 | maxSum=999999932
cSum=162950910 | maxSum=999999932
cSum=162547479 | maxSum=999999932
cSum=162144798 | maxSum=999999932
cSum=161742528 | maxSum=999999932
cSum=161340836 | maxSum=999999932
cSum=160939211 | maxSum=999999932
cSum=160538034 | maxSum=999999932
cSum=160136859 | maxSum=999999932
cSum=159736652 | maxSum=999999932
cSum=159336712 | maxSum=999999932
cSum=158936912 | maxSum=999999932
cSum=158537327 | maxSum=999999932
cSum=158138418 | maxSum=999999932
cSum=157739512 | maxSum=999999932
cSum=157340870 | maxSum=999999932
cSum=156942351 | maxSum=999999932
cSum=156543918 | maxSum=999999932
cSum=156145980 | maxSum=999999932
cSum=155748367 | maxSum=999999932
cSum=155350774 | maxSum=999999932
cSum=154953204 | maxSum=999999932
cSum=154555754 | maxSum=999999932
cSum=154158321 | maxSum=999999932
cSum=153761348 | maxSum=999999932
cSum=153365764 | maxSum=999999932
cSum=152972176 | maxSum=999999932
cSum=152579076 | maxSum=999999932
cSum=152186948 | maxSum=999999932
cSum=151795338 | maxSum=999999932
cSum=151405769 | maxSum=999999932
cSum=151016685 | maxSum=999999932
cSum=150628063 | maxSum=999999932
cSum=150239484 | maxSum=999999932
cSum=149851271 | maxSum=999999932
cSum=149463743 | maxSum=999999932
cSum=149076541 | maxSum=999999932
cSum=148689545 | maxSum=999999932
cSum=148302680 | maxSum=999999932
cSum=147916139 | maxSum=999999932
cSum=147530910 | maxSum=999999932
cSum=147147230 | maxSum=999999932
cSum=146763637 | maxSum=999999932
cSum=146381002 | maxSum=999999932
cSum=145998397 | maxSum=999999932
cSum=145615982 | maxSum=999999932
cSum=145234018 | maxSum=999999932
cSum=144853355 | maxSum=999999932
cSum=144473001 | maxSum=999999932
cSum=144093169 | maxSum=999999932
cSum=143713493 | maxSum=999999932
cSum=143333862 | maxSum=999999932
cSum=142954458 | maxSum=999999932
cSum=142575206 | maxSum=999999932
cSum=142196744 | maxSum=999999932
cSum=141820276 | maxSum=999999932
cSum=141443830 | maxSum=999999932
cSum=141067683 | maxSum=999999932
cSum=140691756 | maxSum=999999932
cSum=140316061 | maxSum=999999932
cSum=139940820 | maxSum=999999932
cSum=139568241 | maxSum=999999932
cSum=139196130 | maxSum=999999932
cSum=138824572 | maxSum=999999932
cSum=138453663 | maxSum=999999932
cSum=138084177 | maxSum=999999932
cSum=137715226 | maxSum=999999932
cSum=137346330 | maxSum=999999932
cSum=136978076 | maxSum=999999932
cSum=136611065 | maxSum=999999932
cSum=136244371 | maxSum=999999932
cSum=135878358 | maxSum=999999932
cSum=135513444 | maxSum=999999932
cSum=135149324 | maxSum=999999932
cSum=134786794 | maxSum=999999932
cSum=134424392 | maxSum=999999932
cSum=134062453 | maxSum=999999932
cSum=133701739 | maxSum=999999932
cSum=133341233 | maxSum=999999932
cSum=132981646 | maxSum=999999932
cSum=132623789 | maxSum=999999932
cSum=132266482 | maxSum=999999932
cSum=131909560 | maxSum=999999932
cSum=131552731 | maxSum=999999932
cSum=131195981 | maxSum=999999932
cSum=130839545 | maxSum=999999932
cSum=130483710 | maxSum=999999932
cSum=130128491 | maxSum=999999932
cSum=129773433 | maxSum=999999932
cSum=129418874 | maxSum=999999932
cSum=129064929 | maxSum=999999932
cSum=128711934 | maxSum=999999932
cSum=128359146 | maxSum=999999932
cSum=128006638 | maxSum=999999932
cSum=127654426 | maxSum=999999932
cSum=127302905 | maxSum=999999932
cSum=126953095 | maxSum=999999932
cSum=126603335 | maxSum=999999932
cSum=126253785 | maxSum=999999932
cSum=125905146 | maxSum=999999932
cSum=125556774 | maxSum=999999932
cSum=125208602 | maxSum=999999932
cSum=124861316 | maxSum=999999932
cSum=124514311 | maxSum=999999932
cSum=124167401 | maxSum=999999932
cSum=123820871 | maxSum=999999932
cSum=123474581 | maxSum=999999932
cSum=123128706 | maxSum=999999932
cSum=122784130 | maxSum=999999932
cSum=122439560 | maxSum=999999932
cSum=122095302 | maxSum=999999932
cSum=121751312 | maxSum=999999932
cSum=121408007 | maxSum=999999932
cSum=121065234 | maxSum=999999932
cSum=120722594 | maxSum=999999932
cSum=120380516 | maxSum=999999932
cSum=120039663 | maxSum=999999932
cSum=119699481 | maxSum=999999932
cSum=119359395 | maxSum=999999932
cSum=119019442 | maxSum=999999932
cSum=118679893 | maxSum=999999932
cSum=118340865 | maxSum=999999932
cSum=118002836 | maxSum=999999932
cSum=117664825 | maxSum=999999932
cSum=117326872 | maxSum=999999932
cSum=116989413 | maxSum=999999932
cSum=116652709 | maxSum=999999932
cSum=116317419 | maxSum=999999932
cSum=115983736 | maxSum=999999932
cSum=115650974 | maxSum=999999932
cSum=115318880 | maxSum=999999932
cSum=114987092 | maxSum=999999932
cSum=114655506 | maxSum=999999932
cSum=114324579 | maxSum=999999932
cSum=113993752 | maxSum=999999932
cSum=113663738 | maxSum=999999932
cSum=113333892 | maxSum=999999932
cSum=113004396 | maxSum=999999932
cSum=112675181 | maxSum=999999932
cSum=112346216 | maxSum=999999932
cSum=112017327 | maxSum=999999932
cSum=111690166 | maxSum=999999932
cSum=111363257 | maxSum=999999932
cSum=111037059 | maxSum=999999932
cSum=110711163 | maxSum=999999932
cSum=110385614 | maxSum=999999932
cSum=110061255 | maxSum=999999932
cSum=109737265 | maxSum=999999932
cSum=109413982 | maxSum=999999932
cSum=109091377 | maxSum=999999932
cSum=108768875 | maxSum=999999932
cSum=108447307 | maxSum=999999932
cSum=108126176 | maxSum=999999932
cSum=107805911 | maxSum=999999932
cSum=107485845 | maxSum=999999932
cSum=107166645 | maxSum=999999932
cSum=106847732 | maxSum=999999932
cSum=106529046 | maxSum=999999932
cSum=106210401 | maxSum=999999932
cSum=105893138 | maxSum=999999932
cSum=105576137 | maxSum=999999932
cSum=105259217 | maxSum=999999932
cSum=104942369 | maxSum=999999932
cSum=104626086 | maxSum=999999932
cSum=104310467 | maxSum=999999932
cSum=103995506 | maxSum=999999932
cSum=103680886 | maxSum=999999932
cSum=103366823 | maxSum=999999932
cSum=103052851 | maxSum=999999932
cSum=102739115 | maxSum=999999932
cSum=102425946 | maxSum=999999932
cSum=102112837 | maxSum=999999932
cSum=101799844 | maxSum=999999932
cSum=101487996 | maxSum=999999932
cSum=101176825 | maxSum=999999932
cSum=100866138 | maxSum=999999932
cSum=100555843 | maxSum=999999932
cSum=100245776 | maxSum=999999932
cSum=99936154 | maxSum=999999932
cSum=99626625 | maxSum=999999932
cSum=99317129 | maxSum=999999932
cSum=99008550 | maxSum=999999932
cSum=98700742 | maxSum=999999932
cSum=98393073 | maxSum=999999932
cSum=98085603 | maxSum=999999932
cSum=97779225 | maxSum=999999932
cSum=97473135 | maxSum=999999932
cSum=97167677 | maxSum=999999932
cSum=96864181 | maxSum=999999932
cSum=96561500 | maxSum=999999932
cSum=96259231 | maxSum=999999932
cSum=95957081 | maxSum=999999932
cSum=95655010 | maxSum=999999932
cSum=95353356 | maxSum=999999932
cSum=95051967 | maxSum=999999932
cSum=94751066 | maxSum=999999932
cSum=94450919 | maxSum=999999932
cSum=94151261 | maxSum=999999932
cSum=93852105 | maxSum=999999932
cSum=93553224 | maxSum=999999932
cSum=93255022 | maxSum=999999932
cSum=92957400 | maxSum=999999932
cSum=92660604 | maxSum=999999932
cSum=92363975 | maxSum=999999932
cSum=92067473 | maxSum=999999932
cSum=91771980 | maxSum=999999932
cSum=91478601 | maxSum=999999932
cSum=91185307 | maxSum=999999932
cSum=90892573 | maxSum=999999932
cSum=90600045 | maxSum=999999932
cSum=90307858 | maxSum=999999932
cSum=90015732 | maxSum=999999932
cSum=89723677 | maxSum=999999932
cSum=89431853 | maxSum=999999932
cSum=89140098 | maxSum=999999932
cSum=88848379 | maxSum=999999932
cSum=88556852 | maxSum=999999932
cSum=88265432 | maxSum=999999932
cSum=87974599 | maxSum=999999932
cSum=87683805 | maxSum=999999932
cSum=87393634 | maxSum=999999932
cSum=87103653 | maxSum=999999932
cSum=86813914 | maxSum=999999932
cSum=86524197 | maxSum=999999932
cSum=86234864 | maxSum=999999932
cSum=85946424 | maxSum=999999932
cSum=85658437 | maxSum=999999932
cSum=85370573 | maxSum=999999932
cSum=85082886 | maxSum=999999932
cSum=84796129 | maxSum=999999932
cSum=84509885 | maxSum=999999932
cSum=84224069 | maxSum=999999932
cSum=83938441 | maxSum=999999932
cSum=83652920 | maxSum=999999932
cSum=83367956 | maxSum=999999932
cSum=83083829 | maxSum=999999932
cSum=82800577 | maxSum=999999932
cSum=82517466 | maxSum=999999932
cSum=82234813 | maxSum=999999932
cSum=81953329 | maxSum=999999932
cSum=81672532 | maxSum=999999932
cSum=81392331 | maxSum=999999932
cSum=81112252 | maxSum=999999932
cSum=80832255 | maxSum=999999932
cSum=80552418 | maxSum=999999932
cSum=80272601 | maxSum=999999932
cSum=79994015 | maxSum=999999932
cSum=79715447 | maxSum=999999932
cSum=79437035 | maxSum=999999932
cSum=79158726 | maxSum=999999932
cSum=78880590 | maxSum=999999932
cSum=78602457 | maxSum=999999932
cSum=78324474 | maxSum=999999932
cSum=78046527 | maxSum=999999932
cSum=77768730 | maxSum=999999932
cSum=77491178 | maxSum=999999932
cSum=77213722 | maxSum=999999932
cSum=76936301 | maxSum=999999932
cSum=76658938 | maxSum=999999932
cSum=76381583 | maxSum=999999932
cSum=76104725 | maxSum=999999932
cSum=75828491 | maxSum=999999932
cSum=75552936 | maxSum=999999932
cSum=75277989 | maxSum=999999932
cSum=75003258 | maxSum=999999932
cSum=74729304 | maxSum=999999932
cSum=74455821 | maxSum=999999932
cSum=74182977 | maxSum=999999932
cSum=73911144 | maxSum=999999932
cSum=73640191 | maxSum=999999932
cSum=73370688 | maxSum=999999932
cSum=73101947 | maxSum=999999932
cSum=72834167 | maxSum=999999932
cSum=72567021 | maxSum=999999932
cSum=72300656 | maxSum=999999932
cSum=72035863 | maxSum=999999932
cSum=71771153 | maxSum=999999932
cSum=71506577 | maxSum=999999932
cSum=71242900 | maxSum=999999932
cSum=70979234 | maxSum=999999932
cSum=70715864 | maxSum=999999932
cSum=70452984 | maxSum=999999932
cSum=70190132 | maxSum=999999932
cSum=69927552 | maxSum=999999932
cSum=69665255 | maxSum=999999932
cSum=69403263 | maxSum=999999932
cSum=69141562 | maxSum=999999932
cSum=68880208 | maxSum=999999932
cSum=68619422 | maxSum=999999932
cSum=68359124 | maxSum=999999932
cSum=68098851 | maxSum=999999932
cSum=67838853 | maxSum=999999932
cSum=67579507 | maxSum=999999932
cSum=67320207 | maxSum=999999932
cSum=67061549 | maxSum=999999932
cSum=66803323 | maxSum=999999932
cSum=66545852 | maxSum=999999932
cSum=66289014 | maxSum=999999932
cSum=66032227 | maxSum=999999932
cSum=65775474 | maxSum=999999932
cSum=65519273 | maxSum=999999932
cSum=65263163 | maxSum=999999932
cSum=65007276 | maxSum=999999932
cSum=64751516 | maxSum=999999932
cSum=64495895 | maxSum=999999932
cSum=64240444 | maxSum=999999932
cSum=63985270 | maxSum=999999932
cSum=63730418 | maxSum=999999932
cSum=63475721 | maxSum=999999932
cSum=63222590 | maxSum=999999932
cSum=62969967 | maxSum=999999932
cSum=62717388 | maxSum=999999932
cSum=62465340 | maxSum=999999932
cSum=62213773 | maxSum=999999932
cSum=61962639 | maxSum=999999932
cSum=61711667 | maxSum=999999932
cSum=61460749 | maxSum=999999932
cSum=61210293 | maxSum=999999932
cSum=60959962 | maxSum=999999932
cSum=60709779 | maxSum=999999932
cSum=60460163 | maxSum=999999932
cSum=60210623 | maxSum=999999932
cSum=59961844 | maxSum=999999932
cSum=59713556 | maxSum=999999932
cSum=59465644 | maxSum=999999932
cSum=59218011 | maxSum=999999932
cSum=58971331 | maxSum=999999932
cSum=58725003 | maxSum=999999932
cSum=58478747 | maxSum=999999932
cSum=58232522 | maxSum=999999932
cSum=57986587 | maxSum=999999932
cSum=57741356 | maxSum=999999932
cSum=57496398 | maxSum=999999932
cSum=57251585 | maxSum=999999932
cSum=57007218 | maxSum=999999932
cSum=56763069 | maxSum=999999932
cSum=56519056 | maxSum=999999932
cSum=56275538 | maxSum=999999932
cSum=56032767 | maxSum=999999932
cSum=55790221 | maxSum=999999932
cSum=55548434 | maxSum=999999932
cSum=55307087 | maxSum=999999932
cSum=55065744 | maxSum=999999932
cSum=54825519 | maxSum=999999932
cSum=54585406 | maxSum=999999932
cSum=54345311 | maxSum=999999932
cSum=54106292 | maxSum=999999932
cSum=53867590 | maxSum=999999932
cSum=53629003 | maxSum=999999932
cSum=53390419 | maxSum=999999932
cSum=53153718 | maxSum=999999932
cSum=52917093 | maxSum=999999932
